1 Q0 34852269115580416	1 0.9518675 myRun
1 Q0 34951007502995456	561 0.37999934 myRun
1 Q0 34951399884197888	562 0.37979245 myRun
1 Q0 33502424622702592	563 0.37885028 myRun
1 Q0 34897757407809536	564 0.3755492 myRun
1 Q0 31766064534650880	565 0.3751819 myRun
1 Q0 34951513591783424	566 0.3745975 myRun
1 Q0 31726868059131904	567 0.3743019 myRun
1 Q0 34931669714604032	568 0.37405542 myRun
1 Q0 34951860221648896	569 0.37399358 myRun
1 Q0 30945386776498176	570 0.3734584 myRun
1 Q0 33616287452106752	571 0.37345582 myRun
1 Q0 32202010056986625	572 0.37235183 myRun
1 Q0 34876870512087040	573 0.37151185 myRun
1 Q0 32885753293840385	574 0.36922616 myRun
1 Q0 34448730182651904	575 0.36895216 myRun
1 Q0 34906638087360512	576 0.36502206 myRun
1 Q0 34949480633729024	577 0.3635745 myRun
1 Q0 34638009475416064	578 0.36328346 myRun
1 Q0 34648491028381696	579 0.36319134 myRun
1 Q0 30921324712960000	580 0.36318082 myRun
1 Q0 32263089168588801	581 0.3621754 myRun
1 Q0 34931197188509697	582 0.36128294 myRun
1 Q0 34924859251228672	583 0.35984105 myRun
1 Q0 32163800031432704	584 0.35960332 myRun
1 Q0 34515682758492160	585 0.35897392 myRun
1 Q0 30629479080525824	586 0.3571139 myRun
1 Q0 34454419181412352	587 0.35630155 myRun
1 Q0 34200890051141634	588 0.3553899 myRun
1 Q0 32504175552102401	589 0.35531604 myRun
1 Q0 34834670793396224	590 0.35486835 myRun
1 Q0 33391140686274560	591 0.35357174 myRun
1 Q0 32585308528713728	592 0.35337454 myRun
1 Q0 31786519911997440	593 0.352582 myRun
1 Q0 34936022596849664	594 0.35245347 myRun
1 Q0 34834260657446912	595 0.35133567 myRun
1 Q0 30681770034728960	596 0.35047454 myRun
1 Q0 32415024995631105	597 0.34982204 myRun
1 Q0 34895445134147585	598 0.34916365 myRun
1 Q0 34870852780560384	599 0.3490203 myRun
1 Q0 34932736024121344	600 0.34871358 myRun
1 Q0 34944944452018176	601 0.34663194 myRun
1 Q0 34259822966743041	602 0.34607768 myRun
1 Q0 32328811899002880	603 0.34564036 myRun
1 Q0 34936957284917248	604 0.34542352 myRun
1 Q0 34618782768955392	605 0.3445211 myRun
1 Q0 34804738243428353	606 0.34164873 myRun
1 Q0 32876128335040512	607 0.34131995 myRun
1 Q0 34881869497503744	608 0.33790922 myRun
1 Q0 31865128668368896	609 0.3370554 myRun
1 Q0 34936643970400256	610 0.3361888 myRun
1 Q0 34847696636346368	611 0.33491945 myRun
1 Q0 34798593390940160	612 0.33393174 myRun
1 Q0 33862478886604800	613 0.3336858 myRun
1 Q0 34807887138131968	614 0.3334829 myRun
1 Q0 34839892563333120	615 0.33228466 myRun
1 Q0 34837533682569216	616 0.33111727 myRun
1 Q0 32639842919645185	617 0.3281678 myRun
1 Q0 34808895813713920	618 0.32748535 myRun
1 Q0 34614652172386304	619 0.326963 myRun
1 Q0 34729351735939072	620 0.32452422 myRun
1 Q0 34952008683229185	621 0.3234377 myRun
1 Q0 34779496422834176	622 0.32104772 myRun
1 Q0 34873300773502976	623 0.31958133 myRun
1 Q0 34892894708039680	624 0.31949484 myRun
1 Q0 34755549195145216	625 0.31357366 myRun
1 Q0 34871207165693952	626 0.31164256 myRun
1 Q0 34936578358910976	627 0.31056666 myRun
1 Q0 32812128800870400	628 0.30915537 myRun
1 Q0 34942316573626368	629 0.30892664 myRun
1 Q0 34828850139496448	630 0.30640233 myRun
1 Q0 34951546160553984	631 0.30596334 myRun
1 Q0 31327728544260096	632 0.30550107 myRun
1 Q0 34934565327867904	633 0.29859376 myRun
1 Q0 34935395246546944	634 0.29817095 myRun
1 Q0 34951846736953344	635 0.2981348 myRun
1 Q0 34917285848158209	636 0.29602236 myRun
1 Q0 34937107466162176	637 0.292091 myRun
1 Q0 34901366023393281	638 0.2910687 myRun
1 Q0 33685475038474240	639 0.28902876 myRun
1 Q0 31485272021536768	640 0.28772968 myRun
1 Q0 34725508193198080	641 0.28762567 myRun
1 Q0 34933490407444480	642 0.28749606 myRun
1 Q0 34934670395183104	643 0.2874889 myRun
1 Q0 34785287120879616	644 0.28731698 myRun
1 Q0 34301283682750464	645 0.28653252 myRun
1 Q0 34952018120409088	646 0.27966607 myRun
1 Q0 33536977986912256	647 0.27959424 myRun
1 Q0 32229281945886720	648 0.27910668 myRun
1 Q0 30951976883716096	649 0.27880037 myRun
1 Q0 34872826422890496	650 0.2781441 myRun
1 Q0 34905280579899392	651 0.2765417 myRun
1 Q0 34777423543279616	652 0.2747138 myRun
1 Q0 32478310793482241	653 0.27463204 myRun
1 Q0 34472237180391424	654 0.27346444 myRun
1 Q0 31951235351318528	655 0.27270508 myRun
1 Q0 32827938114113536	656 0.27265367 myRun
1 Q0 34833283774676992	657 0.2715403 myRun
1 Q0 34345021821952000	658 0.2700726 myRun
1 Q0 34930461952184321	659 0.2698642 myRun
1 Q0 32078125143695360	660 0.2694853 myRun
1 Q0 34726680937369600	661 0.26783267 myRun
1 Q0 34832109285679104	662 0.2647764 myRun
1 Q0 34809213972787200	663 0.2606418 myRun
1 Q0 34934211093733377	664 0.2606097 myRun
1 Q0 34771119995092993	665 0.25873953 myRun
1 Q0 34624154615422976	666 0.25825533 myRun
1 Q0 34949898495328256	667 0.25793222 myRun
1 Q0 34946810569031682	668 0.25723234 myRun
1 Q0 34787633347428352	669 0.25693572 myRun
1 Q0 33287402286088192	670 0.2506862 myRun
1 Q0 34803043190968320	671 0.25031984 myRun
1 Q0 34940492118499328	672 0.24900106 myRun
1 Q0 32119399087341568	673 0.24689716 myRun
1 Q0 30419324359417857	674 0.24564591 myRun
1 Q0 34937908452397056	675 0.24402699 myRun
1 Q0 34884310024728576	676 0.24109793 myRun
1 Q0 34410291773050881	677 0.23801112 myRun
1 Q0 31866979291766784	678 0.23726372 myRun
1 Q0 34946379373608960	679 0.23245138 myRun
1 Q0 34754843474276352	680 0.2296761 myRun
1 Q0 34952186328784896	681 0.229074 myRun
1 Q0 34948558134185984	682 0.22903708 myRun
1 Q0 34692588061593600	683 0.22775884 myRun
1 Q0 32158658863304705	684 0.22430557 myRun
1 Q0 34950800157450240	685 0.21722588 myRun
1 Q0 34889484864585728	686 0.21586075 myRun
1 Q0 30374269892431872	687 0.21384822 myRun
1 Q0 32494503902314496	688 0.21019262 myRun
1 Q0 34899331890814976	689 0.20655283 myRun
1 Q0 34945186928787456	690 0.19672821 myRun
1 Q0 34736638353477632	691 0.19479445 myRun
1 Q0 32947243380113409	692 0.19360144 myRun
1 Q0 34948891052867584	693 0.19159102 myRun
1 Q0 34919572792553472	694 0.19053239 myRun
1 Q0 34890434388049920	695 0.18890108 myRun
1 Q0 33744578037153792	696 0.1883124 myRun
1 Q0 32604993802473472	697 0.1830467 myRun
1 Q0 34929624383234048	698 0.17848222 myRun
1 Q0 34764557708693504	699 0.17292085 myRun
1 Q0 34795164165738496	700 0.16662031 myRun
1 Q0 34948503532732416	701 0.16649775 myRun
1 Q0 32061324829659136	702 0.16259521 myRun
1 Q0 34801093854773248	703 0.15789397 myRun
1 Q0 34574623660052481	704 0.15578254 myRun
1 Q0 34949200043057152	705 0.15312065 myRun
1 Q0 32229379287289857	706 0.15235156 myRun
1 Q0 33935246105772032	707 0.14123864 myRun
1 Q0 34946460357238784	708 0.13664402 myRun
1 Q0 34949851661729792	709 0.12723222 myRun
1 Q0 34716864869306368	710 0.1262807 myRun
1 Q0 34939869763477504	711 0.119402975 myRun
1 Q0 34919894097068032	712 0.105929665 myRun
1 Q0 32658399627845632	713 0.09939747 myRun
1 Q0 32046198844030976	714 0.08985129 myRun
1 Q0 34937780991688704	715 0.04971967 myRun

2 Q0 35043012685856768	1 0.8663716 myRun
2 Q0 35032623898169344	2 0.8197159 myRun
2 Q0 30051954050727936	3 0.7910098 myRun
2 Q0 30025535761420289	4 0.78488016 myRun
2 Q0 35030532165210112	5 0.7628578 myRun
2 Q0 35032570542424064	6 0.7618047 myRun
2 Q0 30126854627139584	7 0.7548201 myRun
2 Q0 34978997603401728	8 0.7433674 myRun
2 Q0 30360018473713664	9 0.7432784 myRun
2 Q0 35019700513538048	10 0.73318887 myRun
2 Q0 35037494378496000	11 0.72475916 myRun
2 Q0 34990013930418176	12 0.7246382 myRun
2 Q0 35032841242808321	13 0.7241686 myRun
2 Q0 35039468238938112	14 0.7225034 myRun
2 Q0 30004239677792257	15 0.71429324 myRun
2 Q0 35019168994562048	16 0.7141578 myRun
2 Q0 30022628404109312	17 0.71163523 myRun
2 Q0 29331550608818176	18 0.7075852 myRun
2 Q0 35008149698260992	19 0.70098096 myRun
2 Q0 35012612164952064	20 0.70019585 myRun
2 Q0 34993687440130049	21 0.69611716 myRun
2 Q0 35046250508189696	22 0.6872331 myRun
2 Q0 29038073723490305	23 0.6862461 myRun
2 Q0 35006403177349120	24 0.6850064 myRun
2 Q0 29113433995608064	25 0.68118715 myRun
2 Q0 30016851715031040	26 0.681182 myRun
2 Q0 34982979553992704	27 0.68008643 myRun
2 Q0 30373279034253313	28 0.6773663 myRun
2 Q0 35031234182647808	29 0.677032 myRun
2 Q0 35036150846459904	30 0.6762011 myRun
2 Q0 35020569858539520	31 0.6762011 myRun
2 Q0 35042671743606784	32 0.67327946 myRun
2 Q0 35024184971100161	33 0.6729549 myRun
2 Q0 29281361277755393	34 0.672837 myRun
2 Q0 29054742508347393	35 0.672837 myRun
2 Q0 35047890988564480	36 0.672837 myRun
2 Q0 35022342044258304	37 0.672837 myRun
2 Q0 29410102456885248	38 0.67147046 myRun
2 Q0 35039823475507201	39 0.67147046 myRun
2 Q0 29195475794006016	40 0.6711582 myRun
2 Q0 35045326830305280	41 0.6711582 myRun
2 Q0 35044452112269312	42 0.6711582 myRun
2 Q0 35044106929446912	43 0.6711582 myRun
2 Q0 35036504602451968	44 0.6711582 myRun
2 Q0 35034485573558272	45 0.6711582 myRun
2 Q0 35032596983324672	46 0.6711582 myRun
2 Q0 35032141439959040	47 0.6711582 myRun
2 Q0 35017220752936960	48 0.6711582 myRun
2 Q0 35010355893772288	49 0.6711582 myRun
2 Q0 34999871354179584	50 0.6711582 myRun
2 Q0 34978491946631168	51 0.6711582 myRun
2 Q0 29196793992454144	52 0.6708609 myRun
2 Q0 30021553383022592	53 0.669514 myRun
2 Q0 35042726550446080	54 0.66841924 myRun
2 Q0 35030828568281088	55 0.667525 myRun
2 Q0 35045705739546624	56 0.66521513 myRun
2 Q0 35041233294336000	57 0.6608294 myRun
2 Q0 35007669395931136	58 0.6602206 myRun
2 Q0 34976578857336832	59 0.65869486 myRun
2 Q0 35033006846656512	60 0.65754795 myRun
2 Q0 35040094758895616	61 0.65613925 myRun
2 Q0 30003337843707905	62 0.6558267 myRun
2 Q0 35030948256948224	63 0.654691 myRun
2 Q0 35013502473084928	64 0.65432465 myRun
2 Q0 35046588581683200	65 0.65423405 myRun
2 Q0 35047662789210112	66 0.65362626 myRun
2 Q0 34983801272668160	67 0.6497724 myRun
2 Q0 29336012429721600	68 0.648971 myRun
2 Q0 29314312799526912	69 0.64888805 myRun
2 Q0 34996083612450816	70 0.64888805 myRun
2 Q0 29993689119989760	71 0.6469692 myRun
2 Q0 34987214500794368	72 0.64601016 myRun
2 Q0 30009797621321728	73 0.6456479 myRun
2 Q0 30300770037399552	74 0.6401765 myRun
2 Q0 35045001058582528	75 0.6398928 myRun
2 Q0 35031088455745537	76 0.6384407 myRun
2 Q0 35047415476125697	77 0.6380185 myRun
2 Q0 29305606699487233	78 0.6378677 myRun
2 Q0 35031389397065728	79 0.63510644 myRun
2 Q0 30276766429880320	80 0.6348649 myRun
2 Q0 30190612238041088	81 0.6335801 myRun
2 Q0 35027432008323072	82 0.6333606 myRun
2 Q0 34997924681224192	83 0.6319561 myRun
2 Q0 35047730157985792	84 0.6311635 myRun
2 Q0 30021919155687424	85 0.6309345 myRun
2 Q0 29286650777436160	86 0.6272553 myRun
2 Q0 35032697529176064	87 0.6243118 myRun
2 Q0 35038225420517376	88 0.623425 myRun
2 Q0 35020481119657984	89 0.62256986 myRun
2 Q0 35045495239868417	90 0.6213255 myRun
2 Q0 35003426446249984	91 0.6210667 myRun
2 Q0 30164407422029825	92 0.62036043 myRun
2 Q0 30344264193937408	93 0.6197554 myRun
2 Q0 34986433487839234	94 0.6181324 myRun
2 Q0 35029103887257601	95 0.61757255 myRun
2 Q0 35032495133040640	96 0.61678714 myRun
2 Q0 29407064786739200	97 0.6162361 myRun
2 Q0 29937877387317248	98 0.6156459 myRun
2 Q0 34980050772168705	99 0.6155776 myRun
2 Q0 30186375093428224	100 0.6150223 myRun
2 Q0 35032124348178433	101 0.61484575 myRun
2 Q0 35043743245537281	102 0.61302185 myRun
2 Q0 35042178199851008	103 0.6087814 myRun
2 Q0 35032626922393600	104 0.60834694 myRun
2 Q0 35045954558107650	105 0.60785 myRun
2 Q0 30188995098968064	106 0.6066681 myRun
2 Q0 29941830082625536	107 0.60599005 myRun
2 Q0 35039465919627264	108 0.60591066 myRun
2 Q0 30269207937548288	109 0.6058503 myRun
2 Q0 30299217419304960	110 0.605206 myRun
2 Q0 35031787398758400	111 0.6049926 myRun
2 Q0 29999076506345472	112 0.6039003 myRun
2 Q0 35032525608853504	113 0.60338867 myRun
2 Q0 30137431932010498	114 0.60328543 myRun
2 Q0 30149947860983808	115 0.6026547 myRun
2 Q0 35036331667103744	116 0.60248196 myRun
2 Q0 29940806022332416	117 0.60162735 myRun
2 Q0 29137476316569601	118 0.60026646 myRun
2 Q0 35026001251540992	119 0.5989441 myRun
2 Q0 35047926397018112	120 0.5978943 myRun
2 Q0 34997554139635712	121 0.59776115 myRun
2 Q0 35043944622465024	122 0.5954247 myRun
2 Q0 34964722881138688	123 0.5943662 myRun
2 Q0 30258688501481472	124 0.5940371 myRun
2 Q0 30173822837592064	125 0.59401876 myRun
2 Q0 35044051296198656	126 0.5925721 myRun
2 Q0 35048150574039040	127 0.5917202 myRun
2 Q0 35030725841391616	128 0.5915868 myRun
2 Q0 34978649287430145	129 0.59000933 myRun
2 Q0 34993820915466240	130 0.58884144 myRun
2 Q0 30068200922157057	131 0.5885434 myRun
2 Q0 35032778844147713	132 0.58821106 myRun
2 Q0 34964829521321984	133 0.58790517 myRun
2 Q0 35030584942137344	134 0.58690035 myRun
2 Q0 29513312056115200	135 0.5827346 myRun
2 Q0 29491259903049728	136 0.5827346 myRun
2 Q0 30166485024378880	137 0.58225137 myRun
2 Q0 34980199166640128	138 0.5808792 myRun
2 Q0 34971034868383744	139 0.5808768 myRun
2 Q0 30225867514847232	140 0.58063054 myRun
2 Q0 35032730169249792	141 0.57851696 myRun
2 Q0 29506585789206528	142 0.5764515 myRun
2 Q0 30223544906424320	143 0.5762669 myRun
2 Q0 30236041789050880	144 0.5760262 myRun
2 Q0 30198105513140224	145 0.57565236 myRun
2 Q0 30226418377957376	146 0.57472146 myRun
2 Q0 29733292613828608	147 0.5742289 myRun
2 Q0 35047168511320064	148 0.5735313 myRun
2 Q0 30317913206431744	149 0.5721563 myRun
2 Q0 35033027495067648	150 0.5721346 myRun
2 Q0 29462533077204992	151 0.5719043 myRun
2 Q0 35046566037299200	152 0.57169825 myRun
2 Q0 35017671187775488	153 0.57164437 myRun
2 Q0 35032081528524801	154 0.5715723 myRun
2 Q0 30044234841071616	155 0.5708641 myRun
2 Q0 29629635817906176	156 0.5694143 myRun
2 Q0 35044482072182784	157 0.56854653 myRun
2 Q0 30216589932503040	158 0.5681876 myRun
2 Q0 35032973661179904	159 0.5675725 myRun
2 Q0 35032889611522048	160 0.5669826 myRun
2 Q0 35036344241627136	161 0.56656075 myRun
2 Q0 34925242346381312	162 0.5660864 myRun
2 Q0 30275282464153600	163 0.56597626 myRun
2 Q0 35039630818545664	164 0.56501925 myRun
2 Q0 29303189945716736	165 0.56501275 myRun
2 Q0 30149086560657409	166 0.5649668 myRun
2 Q0 30215123658350592	167 0.5643294 myRun
2 Q0 30303184207478784	168 0.5634346 myRun
2 Q0 35045814044856320	169 0.56219494 myRun
2 Q0 30194853350473729	170 0.56176674 myRun
2 Q0 29556135979655168	171 0.5617163 myRun
2 Q0 30176304095563776	172 0.561661 myRun
2 Q0 29138884684161025	173 0.5613563 myRun
2 Q0 29939220936134656	174 0.5605515 myRun
2 Q0 34918953218211840	175 0.5603993 myRun
2 Q0 34943233146494976	176 0.5602885 myRun
2 Q0 35032985916936193	177 0.56025547 myRun
2 Q0 29300667910717441	178 0.5601348 myRun
2 Q0 30325761801977856	179 0.55967677 myRun
2 Q0 30084412947308545	180 0.5588231 myRun
2 Q0 29940639818842112	181 0.5581112 myRun
2 Q0 35032734535524352	182 0.557933 myRun
2 Q0 29967932868009984	183 0.55717325 myRun
2 Q0 29263407261683712	184 0.55717325 myRun
2 Q0 35047398900240384	185 0.55717325 myRun
2 Q0 35032579253997568	186 0.55717325 myRun
2 Q0 35007860412780544	187 0.55717325 myRun
2 Q0 35047732615843842	188 0.5565189 myRun
2 Q0 30146601532002304	189 0.5552025 myRun
2 Q0 30163245604016128	190 0.5549544 myRun
2 Q0 30026873719230464	191 0.55487 myRun
2 Q0 30015302980866048	192 0.5545567 myRun
2 Q0 35042373645901825	193 0.5534136 myRun
2 Q0 29605702318161920	194 0.553329 myRun
2 Q0 35005295394693120	195 0.5523213 myRun
2 Q0 35047112420884480	196 0.5511015 myRun
2 Q0 35032697726312448	197 0.55108416 myRun
2 Q0 29996023250157568	198 0.5501989 myRun
2 Q0 35033570498052097	199 0.5474144 myRun
2 Q0 30260724248870912	200 0.5472802 myRun
2 Q0 29201478237294592	201 0.5460817 myRun
2 Q0 29013703143723008	202 0.54424477 myRun
2 Q0 35045323298574337	203 0.541654 myRun
2 Q0 35047296542449664	204 0.5413435 myRun
2 Q0 29549388292431872	205 0.54125726 myRun
2 Q0 30316304493707264	206 0.54073757 myRun
2 Q0 29944142427586560	207 0.5407088 myRun
2 Q0 35017783582392320	208 0.5402207 myRun
2 Q0 35032889515057153	209 0.5397795 myRun
2 Q0 29373112583725056	210 0.5387744 myRun
2 Q0 35032854379368448	211 0.53862405 myRun
2 Q0 35022034937319424	212 0.53815657 myRun
2 Q0 35032137111572480	213 0.53752416 myRun
2 Q0 29524655479980032	214 0.53634137 myRun
2 Q0 35040961704894464	215 0.5355383 myRun
2 Q0 34956632249077760	216 0.5325667 myRun
2 Q0 29170344392654848	217 0.53206605 myRun
2 Q0 30242865485447168	218 0.5319264 myRun
2 Q0 30019432113766400	219 0.52910423 myRun
2 Q0 30191596309843968	220 0.52840906 myRun
2 Q0 35008732635074560	221 0.5282055 myRun
2 Q0 34970962017525760	222 0.52816695 myRun
2 Q0 30156138246836224	223 0.52752733 myRun
2 Q0 35030450892177408	224 0.526477 myRun
2 Q0 35019621924872193	225 0.5264172 myRun
2 Q0 30047411980210176	226 0.525208 myRun
2 Q0 35046568549679104	227 0.5248449 myRun
2 Q0 30003868892925952	228 0.52469516 myRun
2 Q0 30315979753922560	229 0.5244004 myRun
2 Q0 35008576418222080	230 0.52366984 myRun
2 Q0 29358243658596353	231 0.52264965 myRun
2 Q0 34996118022520834	232 0.5223999 myRun
2 Q0 35014645676904448	233 0.5205861 myRun
2 Q0 35048018491215873	234 0.52057195 myRun
2 Q0 29386330014220288	235 0.52036697 myRun
2 Q0 35035270776754177	236 0.52036697 myRun
2 Q0 29330189708169217	237 0.52001154 myRun
2 Q0 35046236507607040	238 0.5197558 myRun
2 Q0 34978730082312193	239 0.5163937 myRun
2 Q0 34992493317586944	240 0.51616216 myRun
2 Q0 35046901556449280	241 0.51594144 myRun
2 Q0 30006250078998528	242 0.5148748 myRun
2 Q0 35047160399663104	243 0.51224196 myRun
2 Q0 29997002322345984	244 0.50877476 myRun
2 Q0 30228477894463488	245 0.5074185 myRun
2 Q0 35010151094165504	246 0.50689054 myRun
2 Q0 35024913681096704	247 0.5066271 myRun
2 Q0 30016488928706560	248 0.50549424 myRun
2 Q0 29978962599870465	249 0.5050633 myRun
2 Q0 29618827050360833	250 0.50487864 myRun
2 Q0 35032536732147712	251 0.50351477 myRun
2 Q0 35032556319539200	252 0.50314486 myRun
2 Q0 35032292577517568	253 0.501312 myRun
2 Q0 29026049920602112	254 0.50127745 myRun
2 Q0 35030681935417344	255 0.50088084 myRun
2 Q0 35045794344083456	256 0.49979585 myRun
2 Q0 34918564947304449	257 0.4983362 myRun
2 Q0 30217175910318080	258 0.49715763 myRun
2 Q0 29059262076420096	259 0.49639055 myRun
2 Q0 35029861361922048	260 0.49506557 myRun
2 Q0 35040892607791104	261 0.49405944 myRun
2 Q0 30044145355591680	262 0.49395 myRun
2 Q0 30050959887433728	263 0.49318606 myRun
2 Q0 29244822745260034	264 0.492154 myRun
2 Q0 28972570082541568	265 0.49009037 myRun
2 Q0 35046432520011777	266 0.49004665 myRun
2 Q0 29208850963898368	267 0.48890316 myRun
2 Q0 35031662135877634	268 0.48622817 myRun
2 Q0 29224350330654720	269 0.48448372 myRun
2 Q0 35008082350186496	270 0.48370826 myRun
2 Q0 29564786882646016	271 0.4829355 myRun
2 Q0 34951399884197888	272 0.48234314 myRun
2 Q0 34975048410341376	273 0.48168367 myRun
2 Q0 30041296840163329	274 0.48147976 myRun
2 Q0 35037054060470272	275 0.48143327 myRun
2 Q0 35030269916348417	276 0.4812431 myRun
2 Q0 34979575255535616	277 0.48086536 myRun
2 Q0 35046979897655296	278 0.48074892 myRun
2 Q0 34949898495328256	279 0.4801639 myRun
2 Q0 34929693434056704	280 0.47991437 myRun
2 Q0 30219793458008064	281 0.4782733 myRun
2 Q0 30168284653420544	282 0.4781632 myRun
2 Q0 30167063326629888	283 0.47813976 myRun
2 Q0 35047943656443904	284 0.47751433 myRun
2 Q0 35020234582659072	285 0.4765249 myRun
2 Q0 30157835434201089	286 0.47565675 myRun
2 Q0 34624154615422976	287 0.4753265 myRun
2 Q0 35030539282944000	288 0.47488737 myRun
2 Q0 34926001079189504	289 0.47155207 myRun
2 Q0 35047457226227712	290 0.47133803 myRun
2 Q0 34979134165876736	291 0.47060594 myRun
2 Q0 35004255240847360	292 0.4704151 myRun
2 Q0 35033120877187072	293 0.47029132 myRun
2 Q0 29381541012439040	294 0.4698552 myRun
2 Q0 35030216451555328	295 0.46980435 myRun
2 Q0 35029925442363392	296 0.46903056 myRun
2 Q0 29516615708049408	297 0.46688575 myRun
2 Q0 30310042716610561	298 0.46482658 myRun
2 Q0 35046327679320064	299 0.46442506 myRun
2 Q0 29943576091697152	300 0.46393245 myRun
2 Q0 30002599054802944	301 0.46389496 myRun
2 Q0 34871207165693952	302 0.46365675 myRun
2 Q0 34996148691275776	303 0.46359628 myRun
2 Q0 29565469983768576	304 0.4624584 myRun
2 Q0 30162553262841857	305 0.46058613 myRun
2 Q0 35029166835367936	306 0.45971856 myRun
2 Q0 30204561658482688	307 0.4575283 myRun
2 Q0 34690924302831616	308 0.4562894 myRun
2 Q0 29990983902961664	309 0.45441112 myRun
2 Q0 29264804417904641	310 0.45411468 myRun
2 Q0 35046243008774144	311 0.4529252 myRun
2 Q0 29379329343365120	312 0.4527185 myRun
2 Q0 30272368861511680	313 0.4521432 myRun
2 Q0 29999049654403072	314 0.45183945 myRun
2 Q0 34947328666378240	315 0.44990754 myRun
2 Q0 34969370576814080	316 0.4477139 myRun
2 Q0 29331554597601282	317 0.4474321 myRun
2 Q0 30022487840391168	318 0.4457287 myRun
2 Q0 29212119635329024	319 0.443892 myRun
2 Q0 29429100259057664	320 0.44342324 myRun
2 Q0 30149129569050626	321 0.44326788 myRun
2 Q0 35047154569453568	322 0.44155353 myRun
2 Q0 32585308528713728	323 0.44147903 myRun
2 Q0 29109203574464512	324 0.4383734 myRun
2 Q0 29143071471964160	325 0.43597734 myRun
2 Q0 34962503884607489	326 0.43519276 myRun
